negative, "i had twitter for a month now and still can't figure it out.  "
negative, "@Mom3CuteBoys He is not excited, but having a lot of anxiety today.  I don't know how to help him when he is like this   #autism #asd"
negative, "The plumber is late.  Very late. Not surprised...and I have to pee. "
negative, "@britneyspears  I will you were coming to NC - at least closer to where I am. "
negative, "@katieradka I have to shoot baseball  What are you singing?"
negative, "Oh-uh... my phone gonna ran out of battery soon...  I wanna go home..."
negative, "i want my Robbie wobbles "
negative, "I have an ear infection    so I played hookie from work and here I am a twitter-holic lol"
negative, "@BlakelyJames (not his real name) is sick for his wedding  . Trying to come up with bachelor party plans that include a sick groom."
negative, "@YFEMAMMABEAR welcome to twitter! I am an addict "
negative, "has run out of cigarettes  what to do. stay + study or go for coffee, cigggie + a wee walk? time for fun yet? hmmm its only 6pm,study wins"
negative, "iont get this hanna montana shit. "
negative, "Going to coffee shop to get lots of work done on my report  at least it's cloudy"
negative, "@tbossbone same  I cut my finger right through the finger nail with scissors *cries*"
negative, "feels alone because he has no friends on Twitter et Miley Cyrus doesn't answer him. "
negative, "is enjoying Saturday w/Adam... he leaves for Germany for a week on Tues. "
negative, "My mom made cupcakes and put jello in them. Jello! Why would someone put jello in cupcakes?! I can't eat them now. "
negative, "@ZomgItzLauren awe  what's wrong?"
negative, "@bruceko you should tweet me when you're ready to talk. I tried to get you after my shower today but you didn't answer your Skype  &lt;3's"
negative, "it's 4 am now. . . i need to go to bed. I am dying of football "
negative, "@aconite You're not exactly a short bus ride away either  bah. This is useless."
negative, "juss got off the train feet killin me  &amp;the bus is no where 2 be found so gotta walk"
negative, "Wishing I couldve gone to a day  but I have to study for ATI and patho."
negative, "@foralien what is your webpage about? i dont understand russian "
negative, "@themeanseasons No, I don't know what happened but she's never on. "
negative, "...and they think they can add me on last.fm "
negative, "im doing 4 weeks worth of homework and going to london till tuesday "
negative, "@MIDWESTpeeps no one likes a mediocre sandwich  Right, @unbreaded?"
negative, "Earth day service project was horrible  lol"
negative, "Finding a place is hard "
negative, "outside wif my laptop/working on a playlist for my outing with mike/pollen is makin' my throat itchy "
negative, "@imblind Gerard?? like from MCR!? do you know him?,... or is another gerard(darn...not from my chemical romacne!?) "
negative, "@jazzyrae yes..yes they are. I saw a chick the other day with an outtie belly button and a belly button ring. it made me sad. "
negative, "Crap.. i ran out of cappuccino "
negative, "@RiceBunny PLEASE PLEASE IM BEGGING ON HANDS AND KNEES DO AS YOUR (NEXT VIDEO) ON THE GO REVIEW LIPGLOSSES "
negative, "@RobKaas you're making me hungry. :/ i have nothing good to snack on, either. "
negative, "@gregbrock Thx for the link-sure enough, game2 doesn't exist on my TV, but I've been able to stream a little online: better than nothing "
negative, "Stuff I miss about Boston and Philadelphia: Dunkin Donuts, NE Clam Chowder, Wawa, Cheesesteak and of course friends and family. "
negative, "Is covered in sweet tea "
negative, "@bradaus chillin man. i don't like eminem's new songs "
negative, "wanted to watch a movie with my friends tonight but theyre watching a 18+ movie and im scared  im soft"
negative, "oprah's been on twitter for a little over 24 hrs &amp; has almost 300,000 followers. i've been on for a month &amp; only have 15. "
negative, "Im not feeling the love!! "
negative, "Is hoping the person taken away in the ambulance by Summerwood is going to be okay. Lights and sirens leaving sceme is not a good sign "
negative, "you know who gets under my skin? Camilla Belle, that's who... "
negative, "There was just a hornet in my room!  And I FREAKED out. I had my brother kill it. my mom is deathly allergic to them."
negative, "I am BLOWN! Ugh...for once I just want to enjoy myself and have fun, but somethin always happens to eff that up "
negative, "Got nothing to do on sunday "
negative, "LOVED Legally Blonde! Need the soundtrack so I can memorize the songs! Miss my family.  Mentally preparing to return to the real world!"
negative, "@SayingSorry "
negative, "@sdmart I heard!  yeah I've been sick as a dog   and school is killing me right now."
negative, "How do u know if a quy is interested in you ? like we talk everydayy but yet i have this feelinq that he dont like me like that "
negative, "@herlastdownfall yup a fever. Not that high but it sucks. "
negative, "@DianaDeGarmo - wish I could! i'm gonna miss you in Oz "
negative, "dammit, why'd my brother have to take off with my wallet in the car?? I couldn't go to the star party tonight because of that. "
negative, "@SalioElSol08 wired off of redbull doing hw   What you doin?"
negative, "I just got unfollowed by 3 people in the last three hours  haha i don't really care though i didn't know those people to begin with"
negative, "@famousrichard dont lose it "
negative, " poor higgenson,, get well soon!! good luck tonite on jimmy fallon or soemthing xxxxxxxxxxx"
negative, "Things are getting busy. I'm glad things are finally getting busy. "
negative, "Going out to downtown sd , hopefully it's not to late  ? ????"
negative, "@CathBx its not working for me "
negative, "The UK is cold  Bored of being back already, and really don't want to go to work tomorrow!"
negative, "@iamdiddy ..diddy has left the building..  tweet bluddy tweet ..thnks 4 dat. Diddy live &gt; http://bit.ly/BeN2t"
negative, "My baby is sick! This makes me sad.  http://twitpic.com/3l28h"
negative, "Re: drunk tweeting. I can't even drunk IRC, let alone drunk tweeting. IApparently I haven't lived "
negative, "@kerstinbarrett  I feel like that most nights I wake up with like 20-30 twitter messages -.-"
negative, "wondering what to do with the day, too tired to move "
negative, "I feel HORRIBLE.  I wish the party could've been more physical. Damn dares."
negative, "the damn cold n sneeze r back  "
negative, "@j4smyne Before I go to sleep I just want to say, &quot;NOOOOOOOOOOOOOOO!!!&quot; "
negative, "Tonight - Jonas Brothers. (Top 14 on myx international top 20.  - Phil.)"
negative, "@Starrybluesky Very good luck with that ... very sorry to miss it "
negative, "@SarahSaner morning Sarah, I had a crappy nights sleep too,full of strange dreams when u don't know if your awake or asleep! "
negative, "@jyk595 ...she felt bad for you. "
negative, "Trod on a nail, owww "
negative, "I had left over Chinese from last night. I forgot how much  i hated it.  I feel so Ill now. "
negative, "Now that I'm trying to stay off chocolate, it's everywhere "
negative, "@adlantis  Clean Me!"
negative, "not sleeping at 5am...  "
negative, "Want to play, but need to work "
negative, "ugh, i have like a permanent headache! i want to go ice skating tomorrow but apparently its closed! GAYYY i dont want holidays to end "
negative, "can't watch the FA Cup tonight    Goodluck me Red Devils!"
negative, "@pancakestories ahheeem, what about me? "
negative, "I dont want to go to school tommorrow "
negative, "Uuuuurrgh, want to die. Hangover = not cool at all "
negative, "Off to work. I hate working Sundays "
negative, "so the clown suits were a waste of money... but a good night anyway  except im fucking broke "
negative, "@kyelani I had a rather nice wacom...until someone spilled Kool-aid all over it. Was never quite the same after that "
negative, "http://is.gd/tgGE Youth kills father for not voting to chiranjeevi  #indiavotes09"
negative, "@Jewles702 work sucked!!  People were so rude &amp; mean!  I'll tell you about it in the morning."
negative, "@lisarice Yeah ... radio can be a little boring at times  You should try song.ly, and make up your own music playlist of songs!"
negative, "Last day of Holidays Tomorro  "
negative, "Unlitext just expired. "
negative, "Got 2 in footy tips this week  Average for footytips.com.au was 3.5, well below the 5.1 of last week. 'twas a bad round for all"
negative, "@j3nnag Hmmm...JEALOUS!!!! haha Please consume at least one zootenburger on my behalf "
negative, "it's rain day!! "
negative, "finally got my house moved around but i should have never sold my 2nd set of couches "
negative, "Old man time is catching me up &amp; slowly stealing my lovely locks  Considering shaving hair down a bit so I don't end up with a comb over.."
negative, "#Google takes questions via #iPhone. Very Cool!! App not available yet though  http://tinyurl.com/6nn2ef"
negative, "I had better go to bed if I'm going to school tomorrow.  Good Night everyone xo"
negative, "needs to grow up and stob being so defensive and lazy. "
negative, "@BOMBTWINZ we had carpenters making repairs and I couldn't just leave them alone. "
negative, "Running on very little sleep. Our little boy is sick and didn't sleep at all last night.  Pedi this am cause we only go on weekends."
negative, "needs more money "
negative, "Florida &amp; then European cruise for 2 weeks! not me tho.. i'll be in school. fuck co-op. bye mom  http://twitpic.com/3le1m"
negative, "red wine + not enough sleep = headache "
negative, "neck herts "
negative, "Seriously in need of a back massage, I did something to my lower back "
negative, "@bboygraphix.. Yeah I missed the first hr and  it was quite a boring fight. Esp the main one. "
negative, "@bellss ; i wish i didn't have to go either  &lt;3"
negative, "Shockwave was in such good shape. I even got to transform it. "
negative, "Its beautiful outside and I'm stuck inside working "
negative, "Thinks Glandular Fever is horrible, my poor son has been ill for 6 weeks and keeps having nosebleeds and looks awful "
negative, "is... wanting someone like crazy... lol... and they had to go  AHHH!!"
negative, "@BadgerT Awww you poor thing  does make you sound about 5 though :-P what did you fall over? x"
negative, "I  want to get into a vampire the requiem game but 1) I can't find one and 2) I'm too shy  3) Haven't figured out the dice part yet. "
negative, "I don't wanna get up. "
negative, "on second thought, i cannot sleep "
negative, "GOOD MORNING. Homework and shit today.....preparing for school tomorow "
negative, "gota do lots of hw today "
negative, "Good morning twits &lt;3 such a beautiful day...too bad I'm sick "
negative, "@danposluns I am trying and it's not working. I have a client coming in this week, too! "
negative, "@sidepodcast @mrschristine for some reason i cant post any messages on dd, lclt, doohickey, even old comments... help? "
negative, "Marley &amp; Me what can i say... i cryed like a little girl "
negative, "Rainy day  better today than tomorrow though."
negative, "drinkin sbux &amp; enjoying whats left of sunday morning with funny youtube videos before @braxtonmedia has to go to the office "
negative, "@followCHRISTINE wish I were there to enjoy dim sum with you   hope it's good!"
negative, "I just found a housing for the curve on ebay for 20 bucks. Would have saved me 5 hours of painting "
negative, "how are you all? Supz? Vaca over soon "
negative, "@gisher i miss talking to you... "
negative, "Spice Girls &quot;Viva forever&quot; ? http://twt.fm/63504 Missing my best friend Mary..... "
negative, "@pfspleen and i use them every day! I dont understand it "
negative, "@nowherepixie the question itself didn't mention the dvd, but the advice in the booklet said to mention it "
negative, "haha six flags was amazing wanted to go on king da ka but it was closed  other than that awesome two thumbs up!!!!! "
negative, "eating late lunch  taking break from cleaning out closet "
negative, "Got wendy's instead of taco bell "
negative, "@LeAnnElizabeth "
negative, "is going to try and finish reading Breaking Dawn - boring part about Jacob right now "
negative, "@redsoxbuzztap sweet, but still 5 games it quite alot!  "
negative, "@Flyerscute  awwwwwwwww rest!!! im entertained! im heated but entertained"
negative, "mission: convince mum to let me go to the US. deadline: june '09. motive: Sunshine&lt;3 mood: pessimistic. "
negative, "Alberto said he'd date me again if he was single. And i stupidly agreed to it. "
negative, "Damn it..for the first time i never answer all the questions in my exam "
negative, "Wakin' up and goin' to the school. Soo sad "
negative, "@sonyawinder hahahah it's way cute. Why does it cost sooo much "
negative, "@wilw I am sad to be a Sharks fan right now. A whole amazing season is being tossed down the shitter. "
negative, "- ... wide awake, but dont actually wanna go to school :S  xxx"
negative, "@zackalltimelow i need u in Brazil "
negative, "@oneluvimport23 hahah rite shit..I never say no to pizza  so bad hahah"
negative, "@b4k4n3k0 SORRY, SOMETIMES I FORGET IM A WALRUS. IT'S ONLY BEEN A FEW WEEKS SINCE I HAD THE OPERATION "
negative, "Good Morning Twitters.  Start of another long week.  Oh how I love Monday mornings "
negative, "@ShawnORourke I have never seen them sadly. They are in my top 3 with Death Cab and Bjork! I have seen those two, but no Radiohead "
negative, "Do not want to go to school "
negative, "ai yah... getting colder again "
negative, "Why am I not sleepy yet? Waking up tomorrow is going to suck "
negative, "Rubbish ... a full week at work "
negative, "@ShortUsername oh how I miss you on this big bold world "
negative, "up far to early when i dont have to "
negative, "just woke up lol its 9am in england :O got skewl 2moz "
negative, "@nicolepapaya THEYRE GOOD. TOMMY IS GOING TO PRINCETON NEXT YEAR OR SOMETHING AND DONNY IS STILL ON CRACK.  HOW U AND YO DAWG?"
negative, "for god's sake I washed the car and a pidgeon flies into it leaving a giant pigeon-shaped smear on it  grrr!"
negative, "@RickShameless take me with you.. "
negative, "Just watched DH and cried like a baby! "
negative, "School times again. Sort of happy because I get to see my Cobra Starfish but other than that I'd rather be in bed "
negative, "@school  boreeed.... I want Saturday back"
negative, "@tinamnop They soothe!                              PS: I miss you so much already "
negative, "Ok - spoke too soon   Still very misty and looks like it may hang around. Bummer."
negative, "spent all day uninstaling old versions of VStudio and installing new version....takes too long "
negative, "Bust-up in the office - good way to start the week "
negative, "has to go home and let the gasman fix her heater  grrrr"
negative, "Each time I update Notepad++ it drops certain plugins due to compat issues. I'm just gonna have regular Notepad in a few updates time "
negative, "@LegoYoda Nope, got to 81, the progress is slow  but it's totally addictive &amp; I love it "
negative, "@BBRRIITTTTYY ohh yeah nah i didnt. i didnt get to go  but i did see them their first ever gig in aus! and their 1st show this yr (: x"
negative, "Reminded by @stephenfry 's tweet about his crown. Had a dream last night where my newly root-canal'd tooth disintegrated. Urk  Insecurity."
negative, "@redlightmikey "
negative, "@TomvB nice of you to say hello in steam chat, you bastard "
negative, "greatttt still got art to do and I've lost my glasses!And schools tomorrow "
negative, "oh crap. bag hasn't been found "
negative, "Today is my personal day of dying hardware: 2 PSU's, 2 RAM's and 1 tapedrive till now "
negative, "Why is Lotus Notes so crap? Why is AVG playing havoc with Thunderbird? Why does WebSphere heapdump to the point of exhausting disk space? "
negative, "@sijeka you have got to be joking! "
negative, "@aimeepj He's off from Thurs &amp; all next week    Bonkers Greek woman is hilarious "
negative, "Hmm..someone stopped following me and i dont know who, who rooood! Anywho, get 500 words done, jog, sains, and stay positive, but so ill! "
negative, "Been up all night with Marissa throwing up! Ugh! "
negative, "@fistynuts depends on the terminals - some are joined, for those that aren't if you're staying airside it's just the bus I think. "
negative, "i have too much work to do "
negative, "Back to school  9 days left tho!!!"
negative, "@jdeakin72 congratulations!  now go get that doc exam. hahahahaha!  he'll probably tell you no more beer. "
negative, "So depressing... the rain is relentless  "
negative, "1 month more without my friends  .... sasha is sad  ...................."
negative, "hates the fact she is going to have to sue a magazine for not paying her for stuff she wrote in December "
negative, "Hey peeps! I gotta go to school today. Spring Break is over.  I'll tweet later! Bye!"
negative, "I'm bored to death in class and the internet is refusing to provide entertainment "
negative, "@garethjsmith http://twitpic.com/3nfbn - i really don't know them "
negative, "The future lingers uncertain for my son.    One step at a time."
negative, "@lazybearkhoa it's 7.18 on the East coast and I'm at school  that's why."
negative, "Things go from bad to worse. Now four people are out at work. Doesn't look like Fire of Brazil is going to happen "
negative, "is in work an the sun is shinningn outside "
negative, "@Oprah good thinking, they'll be in my thoughts.  Tenth anniversary of Columbine "
negative, "its raining "
negative, "@AshFoo I know  but someone just told me that there is a free version only there are some minor advertisments so I guess I'll try that out"
negative, "@meganlucy life just isn't fair sometimes is it?! Driving me insane sitting inside "
negative, "3rd day in a row of feeling a little sick. Uhg "
negative, "No more vacation  back to school!"
negative, "had a fight with my man &quot;to be!&quot; "
negative, "At work - looking out my office window at this dull, rainy day "
negative, "@bradshorr Well, in our case it's just that I can't add a column of numbers twice and get the same answer. "
negative, "@ideal_angels: awww such a long wait.  mmm vid. I still haven't uploaded my TBS vid from December."
negative, "@PshopCreative I love the retro too! Thanks for the tutorials link. Now I feel inadequate, though... "
negative, "is at work! It's been a long weekend "
negative, "no mood for school "
negative, "miss someone  http://plurk.com/p/p6rns"
negative, "in school   4.20 thou so its all good "
negative, "@Jule_E HUGS!  Let me know if there is anything I can do! "
negative, "@ohcannan i don't know if i like this  and your name is too hard to spell..."
negative, "Hate bn stuck in an office wen its so lovely out "
negative, "is off to bed have to get up in 5 hrs for work  getting way to engrossed into my books and forgetting the time... i shall be slightly  ..."
negative, "My key is broken so I am locked out "
negative, "@pearlz02 Girl, its not even noon yet, that's no good at all "
negative, "Got hit by a door  darn height (they cant see me through the windows)"
negative, "I BE SPAMMING YOUR TWITTER WITH HORRIBLE SHIT CAUSE I'M BORED!!!  again....and no HBO Porn to keep me company this time "
negative, "I'm never using nose strips ever again. It peeled off some of my skin! Now it looks like my nose is burnt "
negative, "is on twitter cause facebook was banned at work "
negative, "@heidimontag i had to work! miss it  ill catch up with it on MTV.com"
negative, "@Anistorm what's wrong? "
negative, "@a_web_designer are you asking me for help?  sorry, am a bit spaz this pm "
negative, "i wanna listen to the new Alexisonfire song so badly, but I'm at work "
negative, "Getting children off to school before I go to the gym. Later I've got some crap housework jobs to do "
negative, "i just had a very bad nitemare  is anyone awake?? :'("
negative, "@knfilters - is your site due back online soon.. were missing our automatic stock checks "
negative, "@primary1 Seen MCR 5 or 6 times, too and like them so much better live. Screaming, crying 14 year olds in front of you will kill it, tho "
negative, "Dont know what to have for breakfast....... no soya milk left = dry porridge, lack of pancakes (for which i have no maple syrup anyway) "
negative, "@girlwithnoname shit! i don't have blue eyes "
negative, "olp i forgot about this!!! Just got back from a great vacation... back to the books "
negative, "Help!! My heAdache is so bad I want to cry. I think it's from cleaning n breathing in all that cleaning product fume..  urghhhhhh"
negative, "Fuck, been looking for my keys for the last 4 hours to no avail. I don't have a spare car key "
negative, "@Yael_80 trouble of the rich. I cant even get a decent BBerry from Orange Israel.... waiting for over 1 month now "
negative, "Nothin. new here "
negative, "@LadyCruella Oh dear, poor you  My mummy has trouble with spinning rooms too. She nearly fell on me at the weekend!"
negative, "I'm running out of space for CD's but I like being able to rip them at a bitrate I choose, not that my ears can tell the difference  "
negative, "@hanaabanana Thanks hun. It's in Belfast though "
negative, "I love tweetdeck but it's becoming rather slow at downloading my replies  any suggestions to an alternative with similar set up?"
negative, "@8073N @Silverlines and suddenly I feel bad about my last tweet.  I hope it's the hormones talking? "
negative, "@Liluckylutz  wasn't that just horrible!!! "
negative, "@dreface i want you to get better now "
negative, "the birds are noisy today. maybe i should shut my window. it's not really warm outside anymore. "
negative, "@thewestiecrew @maryrsnyder @thereisaseason @franthomas All is well. Memphis was good. McShane hanging in there. Missing hubby  BB soon!"
negative, "@McBurnie89 haha i will do when i get home later ;) cuz i gotta go to college in abit  david stalking time!! hehe"
negative, "aww, man...oh, well - had to work friday anyway "
negative, "i don't feel good  so much to do between now and thursday. mom's coming wednesday morning (:"
negative, "Just wanted to let you all know, I didn't win any money "
negative, "kinda bad day... :/ i want to go to denny's with the theatre people but my dad won't let me cuz it might rain "
negative, "Feel like deathhhhhhhhh. So much for going out "
negative, "Watching the notebook before bed,  i miss my boyfriend."
negative, "@alexalltimelow the concert was amazing. thanks Stinls that you couldnt sign anythingg  We still love you"
negative, "@CarlosSP Sent wednesday "
negative, "I am sorry everyone. I have failed to win the 200 bucks. "
negative, "Is not going back to University next year and is really sad about that! "
negative, "lonely and sad. "
negative, "@Jon_Favreau big hopes 4 IM2... wolverine sucked and so did watchmen. I need a good comic book movie and soon! Going thru withdrawls "
negative, "Worrying. Like always. It's been a week and we &quot;reserved&quot; the apartment, but haven't been able to contact the landlord "
negative, "in desperate need of a self-esteem boost   "
negative, "my poor doggy... soooooooo not getting any sleep tonight and i have to work in the morning "
negative, "Anybody want a pittbull puppy. I have 4 right now that are making me wana run away "
negative, "had a great time last night thank you xx half way to cornwall  xx"
negative, "Xmen had a diff ending the second time i saw it  0__0  sleep now. Up at 7:30  "
negative, "@chemicalguy im sorry  i hope you find someone @MCRMuffin we have to talk tmw"
negative, "Very upset that #Twitterfon has gone commercial.  Had to happen I suppose. What out #Tweetie - competition on the iPhone me thinks!"
negative, "I miss the Philippines and my friends there!!  I wanna go visit like now haa jeez hope to go there in the summa after summa school"
negative, "typical friday night- grants tortures gus... gus leaves in a &quot;blaze of glory.&quot; i'm gonna miss nights like these "
negative, "had a wonderful time tonight, but now I am also the owner of a massive headache. epic fail. "
negative, "Finally got my shack burger, it's as delicious as I remembered it. Also, this economy is hurting my bottom line "
negative, "anyone want to recommend some music ?! omg im so lame w 400mbs of music wtf is that .. anythings ok just not rnb/hiphop sorry twinks "
negative, "@BOMBTWINZ I'm jealous it wasn't me "
negative, "Just saw the movie wolvarine, I deff enjoyed it &amp; suggest everyone to go see it! Can't sleep  ahh.."
negative, "@Wossy what did you think of wolverine btw? I always miss your film show somehow "
negative, "just hoping i could go to mcfly's show here in brazil. i've cried so many times cuz i can't go "
negative, "Anywayy, my butt is so cramp right now. and i'm so hungry.. "
negative, "christina is making fun of my nugget  she won't leave me alone its fucking 4am"
negative, "wanted to buy a DSi, but didn't    RAM JAM!"
negative, "going to look for some thing lighthearted to cap my evening, or maybe i will just go cuddle my son. "
negative, "Today is a new day. Thank FUCK for that! Shame I didn't win the euromillions though "
negative, "Had my hair dyed in dark brown but got no results. "
negative, "@surewhynot I'm still feeling objectified "
negative, "@tgadget Just thought I should let you know: Full Screen/Canvas was working for me yesterday, but is not today. Don't know why this is "
negative, "the last game of the brackla footie season rolls around again  what will I do with my Saturdays through the summer?!"
negative, "@origin05  dont leave me!!!!!!!!!!!!"
negative, "owwww the hamster bit me and i did nothing to it  x"
negative, "SERIOUSLY upset by a lady's comments last night - she said her mates were wondering about my age, I was either 28 or 38... I'm only 27! "
negative, "can't find a place to park Mika... "
negative, "Off to Iowa with @benjaminlindner @kansasjackass @tjwills00 @moreauphone @ColinCurtisKS and @ksuchoice for #MWYDA - Sadly not @kellyjay7 "
negative, "Shower, then to work...no weekend for me "
negative, "is really bummed out  "
negative, "poorly throat today "
negative, "@HannibalKings2 work babe.... "
negative, "Grrr.... No working powerrakes.  Plan change - today will be about cultivating, fertilizing, and sanding."
negative, "HEADS UP TWITTER LAND -- I'm going to be QUIET (almost too quiet?) from Sunday thru Thursday this week. Work trip. No Internet "
negative, "feeling less than solvent right now. "
negative, "@Emily818 Lol, yeah.  Im sick and its annoying me   Thats good that your getting better though!"
negative, "laying around all day till work. my foot hurts "
negative, "is afraid to go CORPORATE  *college* http://plurk.com/p/rdiym"
negative, "@RachelMcFly aww i dont have spare ticktes or i would of gave you on "
negative, "freeportlady- where we live there are no midwives  So we have a Dr. He is very nice and kinda lets us do our thing !!"
negative, "how everyone is using twitter? complicated "
negative, "I miss Aya. &amp; my stuffed toy which he named Bulca Chong. "
negative, "ok! so my allergies have my left eye all puffy and watery, &amp; my right wisdom tooth needs to come out! can i hav a new head?? ooouuuuch! "
negative, "@jordanknight Please tell us what it is!!  or at least give us a clue.  Yesterday I was sure  knew what it was, but now I don't know "
negative, "second day on twitter .....nothing special @ this time "
negative, "is annoyed  x"
negative, "im camera shy,not ready to be on a web show, which is why im in the gym, the stress of the launch has added some xtra junk in my trunk "
negative, "Goodmorning twitter land. Getting all the kiddos ready and we are headed to eat and then shopping for summer clothes. not fun at all "
negative, "i got colds. "
negative, "At Work! 12 Hour Shift at the Bank! "
negative, "#pman #pman 2:35 and only starting the day  http://tinyurl.com/dkaxhr http://tinyurl.com/co3wb5"
